I only used it two days and it wasn't always easy to hear with.	,Negative
I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.	,Negative
Sprint - terrible customer service.	,Negative
Linked to my phone without effort.	,Positive
THey are so cool!	,Positive
Easy to use.	,Positive
Better Than New.	,Positive
What possesed me to get this junk I have no idea...	,Negative
Piece of trash.	,Negative
A pretty good product.	,Positive
This is a great phone!.	,Positive
For the price on Amazon it is an excellent product which I would highly recommend.	,Positive
Their Research and Development division obviously knows what they're doing.	,Positive
The real killer is the volume and of course it breaking.	,Negative
Those phones are working just fine now.	,Positive
I am more than happy with this product.	,Positive
Poor Construction.	,Negative
This is infuriating.	,Negative
Overall I would recommend this phone over the new Walkman.	,Positive
Sprint charges for this service.	,Negative
It is cheap and it feel and look just as cheap.	,Negative
It fits my ear well and is comfortable on.	,Positive
It doesn't work in Europe or Asia.	,Negative
clipping this to your belt will deffinitely make you feel like 5,Negative cent's up-and-coming.	,Positive
I like design and look of Jabra behing the ear headsets and 5,Negative2,Negative is pretty comfortible to wear 24 hours a day without pain in the ear.	,Positive
I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.	,Positive
the worst phone from samsung...crap..... this crappy Samsung E7,Positive5.. is the worst i have ever seeen.	,Negative
the charger worked for about a week and then completely stopped charging my phone.	,Negative
Poor product.	,Negative
However I needed some better instructions.	,Negative
You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.	,Negative
Worked very well paired with a Treo 7,Negative,Negativew and as a Skype headset on my PC (using a USB Bluetooth transceiver).	,Positive
Steer clear of this product and go with the genuine Palm replacementr pens which come in a three-pack.	,Negative
DO NOT BUY DO NOT BUYIT SUCKS	,Negative
This is a great product..... sure beats using your fingers!.	,Positive
Plus I seriously do not believe it is worth its steep price point.	,Negative
All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.	,Positive
Very Dissapointing Performance.	,Negative
Don't make the same mistake that I did and please don't buy this phone.	,Negative
This phone might well be the worst I've ever had in any brand.	,Negative
Case was more or less an extra that I originally put on but later discarded because it scratched my ear.	,Negative
I recommend iGo to anyone with different brand cell phones/mp3 players in the family.	,Positive
Don't bother - go to the store.	,Negative
I posted more detailed comments under the grey or black phone but i have the Fire Red and it's a great color!	,Positive
I did not have any problem with this item and would order it again if needed.	,Positive
You get what you pay for I guess.	,Negative
Not only did the software do a great job of this I could also make my own ringtones form my existing CDs without an internet connection.	,Positive
im surprised this is a good quality car charger and there's not much reviews about it.	,Positive
These are fabulous!	,Positive
However BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.	,Negative
I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.	,Positive
Disappointing accessory from a good manufacturer.	,Negative
Performed awful -- muffled tinny incoming sound and severe echo for those on the other end of the call.	,Negative
Very wind-resistant.	,Positive
Obviously they have a terrible customer service so you get what you pay for.	,Negative
They do not last forever but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.	,Positive
I contacted the company and they told me that although the unit was still under warranty if I couldn't produce my receipt I was out of luck.	,Negative
Linksys should have some way to exchange a bad phone for a refurb unit or something!	,Negative
Phone is sturdy as all nokia bar phones are.	,Positive
Great phone.	,Positive
When I placed my treo into the case not only was it NOT snug but there was A LOT of extra room on the sides.	,Negative
I'm pleased.	,Positive
Battery is terrible.	,Negative
I found the product to be easy to set up and use.	,Positive
The earpiece on this is too large or too heavy...it keeps falling out of my ear.	,Negative
Utter crap.. Sound quality is TERRIBLE.	,Negative
The charger arrived within the promised timeframe but it did not work.	,Negative
No ear loop needed it's tiny and the sound is great.	,Positive
Finally after three or four times the spring of the latch broke and I could not use it any longer on the visor.	,Negative
The handsfree part works fine but then the car tries to download the address book and the Treo reboots.Overall I still rate this device high.	,Positive
Talk about USELESS customer service.	,Negative
It felt too light and "tinny.".	,Negative
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.	,Negative
I'm happy about this purchase- good quality and low price.	,Positive
I love the look and feel of Samsung flipphones.	,Positive
Its well-designed and very sharp -- the blue is a very nice color.	,Positive
Does everything it should and more.	,Positive
I could not recommend these more.	,Negative
Nice Sound.	,Positive
Looks good in the picture but this case was a huge disappointment!!	,Negative
Much less than the jawbone I was going to replace it with.	,Positive
Setup went very smoothly.	,Positive
its extremely slow and takes forever to do anything with it.	,Negative
A must study for anyone interested in the "worst sins" of industrial design.	,Negative
The first thing that happened was that the tracking was off.	,Negative
It is well made easy to access the phone and has a handy detachable belt clip.	,Positive
Then I had to continue pairing it periodically since it somehow kept dropping.	,Negative
Can't upload ringtones from a third party.	,Negative
Bluetooth does not work phone locks up screens just flash up and now it just makes calls randomly while in my pocket locked.	,Negative
Truly awful.	,Negative
It works fine on my Motorola 325 cellphone and a lot better than the worn-out battery did.	,Positive
The volume for the ringer is REAL good (you have choices how loud).	,Positive
And none of the tones is acceptable.	,Negative
camera color balance is AWFUL.	,Negative
This product is clearly not ready for prime time I don't care how cool it looks if you can't tell a call is coming in it's worthless.	,Negative
I love the ringtones because they are so upbeat!	,Positive
Chinese Forgeries Abound!.	,Negative
Easy to pair with my Samsung Cell.	,Positive
The instructions didn't explain that a microphone jack could be used.	,Negative
i would advise to not purchase this item it never worked very well.	,Negative
Too bad you have to pay up to $$$ a month for the service!	,Negative
Works well.	,Positive
The nokia CA-42 USB cable did not work with my phone.	,Negative
Clear crisp sound.	,Positive
I have to use the smallest earpieces provided but it stays on pretty well.	,Positive
The biggest complaint I have is the battery drains superfast.	,Negative
The design might be ergonomic in theory but I could not stand having these in my ear.	,Negative
Do NOT buy if you want to use the holster.	,Negative
The phone can also take great pictures and even video clips.	,Positive
It doesn't make you look cool.	,Negative
Because both ears are occupied background is not distracting at all.	,Positive
Comfortable fit - you need your headset to be comfortable for at least an hour at a time if not for an entire day.	,Positive
Also the phone doesn't seem to accept anything except CBR mp3s preferably ripped by Windows Media Player.	,Negative
You can't beat the price on these.	,Positive
* Comes with a strong light that you can use to light up your camera shots and even flash SOS signals (seriously!	,Positive
lightweight and works well.	,Positive
So just beware.	,Negative
I love this cable - it allows me to connect any mini-USB device to my PC.	,Positive
So anyone near you will hear part of your conversation.	,Negative
This is cool because most cases are just open there allowing the screen to get all scratched up.	,Positive
I bought this phone as a replacement for my StarTac and have regretted it since.	,Negative
Appears to actually outperform the original battery from China that came with my V325i.	,Positive
Can't store anything but phone numbers to SIM.	,Negative
It lasts less than 3o minutes if I actually try to use the phone.My wife has the same phone with the same problem.	,Negative
Poor quality.	,Negative
jabra ear gels "R" the best!.	,Positive
Not worth it.	,Negative
The phone crashed completely and now I have to get it replaced.	,Negative
It quit working after I'd used it for about ,Positive8 months so I just purchased another one because this is the best headset I've ever owned.	,Positive
Unfortunately it will not recharge my iPhone 4s despite connecting it from multiple power sources (iMac external battery wall outlet etc).	,Negative
It was a great phone.	,Positive
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.	,Negative
Good value works fine - power via USB car or wall outlet.	,Positive
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.	,Positive
This is simply the BEST bluetooth headset for sound quality!	,Positive
Think it over when you plan to own this one!This sure is the last MOTO phone for me!	,Negative
In the span of an hour I had two people exclaim "Whoa - is that the new phone on TV?!?	,Positive
I have always used corded headsets and the freedom from the wireless is very helpful.	,Positive
This case has passed the one year mark and while it shows signs of wear it is ,Positive,Negative,Negative% functional.	,Positive
Other than that the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.	,Positive
It has everything I need and I couldn't ask for more.	,Positive
After receiving and using the product for just 2 days it broke.	,Negative
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.	,Positive
None of the three sizes they sent with the headset would stay in my ears.	,Negative
T-Mobile has the best customer service anywhere.	,Positive
Arrived quickly and much less expensive than others being sold.	,Positive
We have tried 2 units and they both failed within 2 months.. Pros	,Negative
Provides good protection and looks classy too.	,Positive
Krussel Always good.	,Positive
The tracfonewebsite is user friendly and makes it easy toactivate etc.	,Positive
The design is very good.4.	,Positive
I great reception all the time.	,Positive
I would highly recommend this product.	,Positive
Couldn't use the unit with sunglasses not good in Texas!	,Negative
It dit not work most of the time with my Nokia 532,Negative.	,Negative
Bought mainly for the charger which broke soon after purchasing.	,Negative
If you like a loud buzzing to override all your conversations then this phone is for you!	,Negative
Fantastic buy and will get again for whatever my next phone is	,Positive
stay away from this store be careful.	,Negative
This BlueAnt Supertooth hands-free phone speaker is AWESOME.	,Positive
Does not fit.	,Negative
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r45,Negative slider phone and Sony Premium Sound in ear plugs.	,Positive
It is light has plenty of battery capacity and is very confortable to wear for somewhat extended periods of time.	,Positive
disappointing.	,Negative
Blue Ant is easy to use.	,Positive
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.	,Positive
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.	,Negative
Then a few days later the a puff of smoke came out of the phone while in use.	,Negative
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.	,Positive
The nano stated it.My son was dissapointed.	,Negative
The sound quality is excellent as well.	,Positive
Its the best headset I have used.	,Positive
Would not reccommend.	,Negative
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.	,Positive
Just what I wanted.	,Positive
This particular model would not work with my Motorola Q smartphone.	,Negative
wont work right or atleast for me.	,Negative
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.	,Negative
But now that it is "out of warranty" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.	,Negative
I really wanted the Plantronics 5,Positive,Negative to be the right one but it has too many issues for me.The good	,Negative
Great product.	,Positive
Crisp and Clear.	,Positive
AFter the first charge kept going dead after ,Positive2 minutes.	,Negative
VERY cheap plastic creaks like an old wooden floor.	,Negative
I get absolutely horrible reception in my apartment where with other phones I have not had this problem.	,Negative
The reception has been generally good.	,Positive
Excellent sound battery life and inconspicuous to boot!.	,Positive
Great bluetooth!.	,Positive
I highly recommend this case.	,Positive
WORTHWHILE.	,Positive
This is a great deal.	,Positive
After my phone got to be about a year old it's been slowly breaking despite much care on my part.	,Negative
I am sorry I made this purchase.	,Negative
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.	,Negative
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.	,Negative
It was horrible!.	,Negative
I don't think it would hold it too securly on your belt.	,Negative
This allows the possibility of double booking for the same date and time after the first.	,Negative
They work about 2 weeks then break.	,Negative
It is simple to use and I like it.	,Positive
It's a great tool for entertainment communication and data management.Oh be sure to use ActiveSync 4.2 for optimal data synchronization results!	,Positive
I can't use this case because the smell is disgusting.	,Negative
NOT WHAT I WANTED.	,Negative
I own 2 of these cases and would order another.	,Positive
Great Phone.	,Positive
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.	,Positive
The internet access was fine it the rare instance that it worked.	,Negative
Perfect for the PS3.	,Positive
Five star Plus plus.	,Positive
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.	,Positive
$5,Negative Down the drain.	,Negative
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.	,Negative
Good  works fine.	,Positive
For the price this was a great deal.	,Positive
Great price too!	,Positive
If there is a wind it is completely useless.	,Negative
Yes it's shiny on front side - and I love it!	,Positive
Does Not Work.	,Negative
At first I thought I was grtting a good deal at $7.44 until I plugged it into my phone (V3c Razr).	,Negative
The reception through this headset is excellent.	,Positive
2 thumbs up to this seller	,Positive
I have a Verizon LG phone and they work well together good reception and range that exceeds 2,Negative feet line of sight.	,Positive
Improper description.... I had to return it.	,Negative
#,Positive It Works - #2 It is Comfortable.	,Positive
Battery charge-life is quite long.	,Positive
The Jabra EarGels fit my ears very well.	,Positive
Battery has no life.	,Negative
I checked everywhere and there is no feature for it which is really disappointing.	,Negative
Product is exactly as described.	,Positive
Gets a signal when other Verizon phones won't.	,Positive
Doesn't do the job.	,Negative
I would recommend it.	,Positive
Plan on ordering from them again and again.	,Positive
That being said for a phone the camera is very nice; many cool effects to play with and video is decent as well.	,Positive
I have been very satisfied with this cell phone from day one.	,Positive
They keep getting better and better (this is my third one and I've had numerous Palms too).	,Positive
Awkward to use and unreliable.	,Negative
The shipping time was also very quick!	,Positive
Not as good as I had hoped.	,Negative
Good case!.	,Positive
Doesn't Work.	,Negative
Really good product.	,Positive
Unfortunately it did not work.	,Negative
All three broke within two months of use.	,Negative
dont buy it.	,Negative
My father has the V265 and the battery is dying.	,Negative
However the ear pads come off easily and after only one week I lost one.	,Negative
The calls drop the phone comes on and off at will the screen goes black and the worst of all it stops ringing intermittently.	,Negative
Horrible horrible protector.	,Negative
I don't like this Nokia either.	,Negative
Reaching for the bottom row is uncomfortable and the send and end keys are not where I expect them to be.3.	,Negative
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.	,Negative
It would take too long to describe how bad my customer service experience has been with Amazon.	,Negative
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!	,Negative
Terrible.. My car will not accept this cassette.	,Negative
Product is useless since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.	,Negative
It's not what it says it is.	,Negative
Stay Away From the Q!.	,Negative
Used and dirty.	,Negative
Very unreliable service from T-mobile !	,Negative
Not good enough for the price.	,Negative
I bought two of them and neither will charge.	,Negative
It looks very nice.	,Positive
This is an excellent tool especially when paired with your phone's auto-answer.	,Positive
I have read other's reviews here but I haven't had any problem with it.	,Positive
These products cover up the important light sensor above the ear outlet.	,Negative
Comfortable in my hand.	,Positive
Just does not work.	,Negative
Poor Reliability.	,Negative
(It works!)	,Positive
If I take a picture the battery drops a bar and starts beeping letting me know its dieing.	,Negative
Terrible product and waste of money!	,Negative
Last time buying from you.	,Negative
It was a waste of my money.	,Negative
So far it has worked like a charm.	,Positive
I have only had it for a few weeks but so far so good.	,Positive
But in any case the best part is you can download these pictures to your laptop using IR or even send pictures from your laptop to the phone.	,Positive
Would recommend this item.	,Positive
It's been my choice headset for years.Great sound; good volume; good noise cancellation.	,Positive
Nice case feels good in your hands.	,Positive
The item received was Counterfeit.	,Negative
Just really good.. So far probably the best BT headset I have ever had.	,Positive
Works fine.	,Positive
I received my headset in good time and was happy with it.	,Positive
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.	,Positive
My sister has one also and she loves it.	,Positive
Good Quality.	,Positive
This is by far the worst purchase I've made on Amazon.	,Negative
Excellent dual-purpose headset.	,Positive
Excellent!.	,Positive
Does not work for listening to music with the cingular 8,Positive25.	,Negative
It seems completely secure both holding on to my belt and keeping the iPhone inside.	,Positive
The bottowm line...another worthless cheap gimmick from Sprint.	,Negative
Having trouble with volume.	,Negative
The only good thing was that it fits comfortably on small ears.	,Positive
WARNING - DO NOT BUY!!.	,Negative
I am pairing this with my iphone and I could not be happier with it so far.	,Positive
When it opens the battery connection is broken and the device is turned off.	,Negative
I didn't want the clip going over the top of my ear causing discomfort.	,Negative
Best headset ever!!!.	,Positive
Don't trust their website and don't expect any helpful support.	,Negative
It was that loud.Glad to say that the Plantronics 5,Positive,Negative maintains a flawless connection to my cell and with no static during normal use.	,Positive
The speaker is of low quality so as making the ring tones sound very cheap.	,Negative
Fits comfortably came with three sizes of earbud tips.	,Positive
Excellent product for the price.	,Positive
Bad Reception.	,Negative
This product is very High quality Chinese CRAP!!!!!!	,Negative
It was quite comfortable in the ear.	,Positive
Great phone.	,Positive
Don't buy this product - It fails!.	,Negative
Everything about this product is wrong.First	,Negative
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.	,Positive
This was utterly confusing at first which caused me to lose a couple of very very important contacts.	,Negative
Terrible phone holder.	,Negative
The cutouts and buttons are placed perfectly.	,Positive
I love being able to use one headset for both by land-line and cell.	,Positive
Problem is that the ear loops are made of weak material and break easily.	,Negative
Not nearly as good looking as the AMAZON picture makes it look.	,Negative
But despite these few flaws this case is of exceptional quality and well worth the additional costs of owning an official OEM product.	,Positive
How stupid is that?	,Negative
I can hear while I'm driving in the car and usually don't even have to put it on it's loudest setting.	,Positive
Seller shipped quickly and much cheaper than the competitors.	,Positive
Good show Samsung.	,Positive
So I bought about ,Positive,Negative of these and saved alot of money.	,Positive
It always cuts out and makes a beep beep beep sound then says signal failed.	,Negative
Couldn't figure it out	,Negative
My phone sounded OK ( not great - OK) but my wife's phone was almost totally unintelligible she couldn't understand a word being said on it.	,Negative
So I had to take the battery out of the phone put it all back together and then restart it.	,Negative
While I managed to bend the leaf spring back in place the metal now has enough stress that it will break on the next drop.	,Negative
Leopard Print is wonderfully wild!.	,Positive
Works for me.	,Positive
Saggy floppy piece of junk.	,Negative
much better than the hard plastic cases.	,Positive
It also had a new problem.	,Negative
Happy so far!.	,Positive
cool phone.	,Positive
Works good.	,Positive
Motorola finally got the voice quality of a bluetooth headset right.	,Positive
It looses connection to the phone even when it is within a couple feet between the two.	,Negative
but it is great i would really recommend it	,Positive
Makes it easier to keep up with my bluetooth when I'm not wearing it.	,Negative
As I said above....PRETTY USELESS!	,Negative
Never got it!!!!!	,Negative
This pair of headphones is the worst that I have ever had sound-wise.	,Negative
[...] down the drain because of a weak snap!	,Negative
Does not charge the Cingular (ATT) 8525 phone.	,Negative
You get extra minutes so that you can carry out the call and not get cut off."	,Positive
However after about a year the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.	,Negative
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.	,Negative
The headset fulfills my requirements so I am happy with my purchase.	,Positive
Logitech Bluetooth Headset is a ,Positive,Negative!.	,Positive
I like the fact that it rests lightly against your ear rather than inside.	,Positive
A lot of websites have been rating this a very good phone and so do I.	,Positive
I have tried these cables with my computer and my iPod and it works just fine.	,Positive
The mic there is a joke and the volume is quite low.	,Negative
I'm returning them.	,Negative
I does not maintain a connection with the computer while it is on my lap.	,Negative
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.	,Positive
I have had mine for about a year and this Christmas I bought some for the rest of the family.	,Positive
Otherwise easy to install and use clear sound.	,Positive
nice leather.	,Positive
I had to purchase a different case.	,Negative
It is a joy to use.	,Positive
Very much disappointed with this company.	,Negative
Very satisifed with that.	,Positive
It didn't charge for me.	,Negative
This is the phone to get for 2,Negative,Negative5.... I just bought my S7,Positive,Negativea and all I can say is WOW!	,Positive
Buttons are too small.	,Negative
Just reading on the specs alone makes you say WOW.	,Positive
Love it.. Great armband.	,Positive
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.	,Positive
However the keypads are so tinny that I sometimes reach the wrong buttons.	,Negative
I exchanged the sony ericson z5,Negative,Negativea for this and I'm pretty happy with that decision.	,Positive
I was very impressed with the price of the cases.	,Positive
Also makes it easier to hold on to.	,Positive
I use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great!	,Positive
It's pretty easy.	,Positive
I cannot make calls at certain places.	,Negative
however my girl was complain that some time the phone doesn't wake up like normal phone does.	,Negative
Beautiful styling though.	,Positive
This company charge me a restocking fee and still not given me my refund back.	,Negative
I'm trying to return it for a refund.	,Negative
I plugged it in only to find out not a darn thing worked.	,Negative
Excellent product.	,Positive
Earbud piece breaks easily.	,Negative
Lousy product.	,Negative
This phone tries very hard to do everything but fails at it's very ability to be a phone.	,Negative
It is the best charger I have seen on the market yet.	,Positive
SWEETEST PHONE!!!	,Positive
:-)Oh the charger seems to work fine.	,Positive
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.	,Positive
Not enough volume.	,Negative
Echo Problem....Very unsatisfactory	,Negative
you could only take 2 videos at a time and the quality was very poor.	,Negative
don't waste your money.	,Negative
I am going to have to be the first to negatively review this product.	,Negative
Adapter does not provide enough charging current.	,Negative
There was so much hype over this phone that I assumed it was the best my mistake.	,Negative
You also cannot take pictures with it in the case because the lense is covered.	,Negative
Phone falls out easily.	,Negative
It didn't work people can not hear me when I talk.	,Negative
The text messaging feature is really tricky to use.	,Negative
I'm really disappointed all I have now is a charger that doesn't work.	,Negative
Painful on the ear.	,Negative
Lasted one day and then blew up.	,Negative
disappointed.	,Negative
Kind of flops around.	,Negative
The screen does get smudged easily because it touches your ear and face.	,Negative
What a piece of junk.. I lose more calls on this phone.	,Negative
Item Does Not Match Picture.	,Negative
The only thing that disappoint me is the infra red port (irda).	,Negative
You can not answer calls with the unit never worked once!	,Negative
